,segment_id,email,first_name,last_name,address,lookalike_feature_email_event_campaign_send,lookalike_feature_orders_quantity,lookalike_feature_tenure_length,last_email_open_date,first_purchase_date,total_orders,account_plan,account_size,college_educated,high_purchase_propensity,upsell_propensity____,outliers
0,368952,PerezC69920573@test.com,Kenneth,Mcginnis,2201 Stonewood Street::\\N::Niverville::New Hampshire::35541,1,3,115,1642386119184,1627326297675,2,d,Small,False,null,null,False
1,368952,Albertha.Caskey143513639@notyahoo.com,Lachelle,Salisbury,2475 3rd Pkwy::\\N::Necedah::New Jersey::37408,3,23,227,1620329479664,1616240782793,12,d,Small,False,null,null,False
2,368952,Abbie_Blakely171092@nowhere.com,Lida,Humphries,3283 Fox Hill Highway::APT 749::North Easton::New York::32369,1,24,193,1638313525244,1625765998461,8,d,Small,False,null,null,False
3,368952,Adrienne.Banks95037875@notgmail.com,Mary,Roller,2091 Front Ln::\\N::Alpena::New York::3626,0,24,135,1623946653357,1629125919112,7,d,Small,False,null,null,False
4,368952,Fisk195791313@notgmail.com,Merle,Ahrens,3611 Oak Court::\\N::Brookport::New York::97475,1,6,8,1643049202923,1638551655706,2,d,Small,False,null,null,False
5,368952,Crawford968626469@notyahoo.com,Georgiann,Strange,2984 W Farmview Cir::\\N::East Prairie::New Hampshire::38461,0,18,320,1637436074797,1613261777193,8,d,Small,False,null,null,False
6,368952,Craven505387@example.com,Greta,Clayton,94 Rock Hill Court::Apartment 7::Grantham::New Mexico::96196,1,12,301,1624608867888,1613810490398,4,d,Small,False,null,null,False
7,368952,HassanDerrick999361519@nothotmail.com,Jack,Hutchison,462 S Ski Hill Way::\\N::Ducktown::New Jersey::25527,1,13,334,1638142014803,1613395668428,4,d,Small,False,null,null,False
8,368952,Estefana.Cavanaugh952462283@notyahoo.com,Phillip,Hinojosa,3371 Prospect Hill Dr::Apartment 58::Shell Lake::New York::16371,0,13,240,null,1612464778803,4,d,Small,False,null,null,False
9,368952,Garret_Binder677784@example.com,Leilani,Keeler,3745 E Pine Tree Court::\\N::Okmulgee::New Hampshire::80939,0,28,290,1640784337331,1615498430627,7,d,Small,False,null,null,False
10,368952,Frankie.Fairbanks41734655@nowhere.com,Gene,Applegate,730 Fox Hill Avenue::Apartment 805::Deal Island::New Jersey::2904,1,12,277,1625566638179,1612482171091,5,d,Small,False,null,null,False
11,368952,KindraOlmstead595151533@test.com,Glory,Hanna,933 New Market Parkway::\\N::Kittrell::New Hampshire::71577,1,21,311,1626417970476,1615549529986,7,d,Small,False,null,null,False
12,368952,HarrietteCrayton115877@nowhere.com,Annette,Knowlton,3527 Front Pkwy::\\N::Excel::New York::62428,0,17,286,1627120703183,1617716171989,5,d,Small,False,null,null,False
13,368952,GarthMiner271257@example.com,Abbie,Goldsmith,222 North Pine Tree Circle::\\N::Hatfield::New Jersey::22123,3,14,287,1639246021856,1616315191476,4,d,Small,False,null,null,False
14,368952,CaterinaL.Vick366257@nothotmail.com,Dot,Wagner,47 South Meadowview Lane::\\N::Anthony::New Mexico::52833,0,10,202,null,1624302871535,3,d,Small,False,null,null,False
15,368952,Broussard343492@example.com,Jammie,Mcnamara,39 Pine Tree Way::\\N::Rancho Cucamonga::New Mexico::15211,0,24,213,1628131402134,1613224370263,7,d,Small,False,null,null,False
16,368952,Abel838314334@nothotmail.com,Shaun,Weir,1895 Prospect Hill Lane::Apartment 38::Angel Fire::New York::18869,0,20,198,null,1614241350461,5,d,Small,False,null,null,False
17,368952,Ashley_Orosco709698@notgmail.com,Andres,Beaty,2632 New Rock Hill Pkwy::\\N::La Mirada::New Jersey::2857,0,13,327,1638298267048,1614816159050,5,d,Small,False,null,null,False
18,368952,DagmarSprague512301@notgmail.com,Kathline,Kuntz,940 1st Hwy::Apartment 71::Archie::New Hampshire::55272,2,19,322,1631257681311,1614649125641,6,d,Small,False,null,null,False
19,368952,BradfordBerger56760995@test.com,Adalberto,Parris,2463 Hidden Prospect Hill Street::APT 12::South Saint Paul::New York::49149,0,29,330,1640186050724,1613870251679,9,d,Small,False,null,null,False
20,368952,Mullen138797483@notyahoo.com,Ranee,Walden,14 SW Oak Blvd::\\N::South Webster::New York::39882,1,9,235,1630112679253,1617819872441,4,d,Small,False,null,null,False
21,368952,AngiePimentel312892@nothotmail.com,Hershel,Piper,1973 Sharp Hill St::APT 92::Paxinos::New Hampshire::66791,2,12,196,1637939163497,1615202646289,3,d,Small,False,null,null,False
22,368952,Benavidez413794@example.com,Augustus,Valentin,1595 SW Chapel Hill Blvd::Apartment 639::New Bethlehem::New Jersey::20313,3,2,0,1640265508418,1640042772864,1,d,Small,False,null,null,False
23,368952,Andre974480@nothotmail.com,Sara,Rutherford,2913 SW Sharp Hill Avenue::\\N::Blackstone::New Jersey::76475,2,13,252,1640268201419,1618683835863,5,d,Small,False,null,null,False
24,368952,Hamilton110009@notgmail.com,Ramiro,Edgar,1427 Ski Hill Ave::\\N::Kendleton::New Hampshire::33575,0,18,249,1631139855651,1620384723689,5,d,Small,False,null,null,False
25,368952,StephineBartley118424100@nowhere.com,Edris,Larkin,18 Sharp Hill Pkwy::\\N::Mosier::New Hampshire::2810,1,18,178,1635385952229,1622948777429,5,d,Small,False,null,null,False
26,368952,bbcqgrfq_pzxn956841@nothotmail.com,Mauricio,Hutchinson,3784 Bayview Ct::Apartment 94::Hamel::New Jersey::81764,1,25,293,1626878662418,1611813696155,7,d,Small,False,null,null,False
27,368952,EdmundoAbrams311194@nowhere.com,Tommie,Doyle,3451 SW Burwood Highway::\\N::Marks::New York::40679,0,14,159,1622337997771,1616889527109,4,d,Small,False,null,null,False
28,368952,Noelle.HBlackwell1250625@example.com,Jeffrey,Nguyen,293 Highland Drive::APT 905::Sartell::New Hampshire::66673,1,25,331,1635928911029,1613932009962,7,d,Small,False,null,null,False
29,368952,GeneLudwig72312290@test.com,Dee,Thurman,13 White Lake Avenue::APT 587::Clifton Forge::New Hampshire::20743,2,7,206,1633760316809,1619321680387,3,d,Small,False,null,null,False
30,368952,Tomlin822093657@example.com,Tyree,Garber,2306 Social Loop::\\N::Trenton::New Hampshire::8683,0,7,227,1638174669076,1621668843085,4,d,Small,False,null,null,False
31,368952,Aleisha.Conners465275466@nothotmail.com,Classie,Bateman,2547 Rock Hill Pkwy::Apartment 8::Roodhouse::New Mexico::16751,0,7,257,1637397489787,1617981880293,2,d,Small,False,null,null,False
32,368952,BagwellA23935637@example.com,Mila,Montano,943 Hunting Hill Circle::\\N::Palos Heights::New York::15889,2,9,144,1627730894545,1628525187979,3,d,Small,False,null,null,False
33,368952,LessieCowan769158@test.com,Ethan,Fong,1370 SW Rock Hill Drive::\\N::Lillie::New Mexico::56549,1,20,289,1642329976624,1615351661902,9,d,Small,False,null,null,False
34,368952,Bartley561118@test.com,Cecilia,Beatty,2344 SE Front Parkway::\\N::Marinette::New York::97062,0,13,171,1633239529283,1620836047461,4,d,Small,False,null,null,False
